date,review,star_rating,name
"December 24, 2017","Its easy!, the one is the worst sw movie ever, dosnt have a single ligth saber figth, all epic characters like almirant ackbar, or luke sw are taken away from the most ridiculous way and even new characters like their so coled evil leader snoke is killed ...very very easy. The inclusion disney is doing now by adding multiracial characters to the movie and leaving the rol in all the recent movies to lead is really pathetic, we haver seen this with the forced inclusion of a latin dude poe, a black dude, fin, and now an asian girl rose, and as i said the roll to take the lead is now in control of another woman, holdo (wich no one ever heard of), rey, even yin erso. Its really anoying how the heads of lucasfilm are allowing all of this just to try to get a new kind of audience like new generations or women, people who dosnt care about sw history, but well anyways SW i guess SW was dead since disney bought it.",0, 
"December 24, 2017","Well, Star Wars was doomed to be next. Star Trek went down first. Taken down by the real dark side of the force, progressivism. All the poor reviews are essentially correct. This movie is the product of liberal thinking and liberal fantasy. Think about it. Anti-capitalism --- it's there. Feminism --- there. Animal rights --- there. Disregard for anything holy or canon --- there. Nihilism (meaninglessness) --- there. Progressive liberal moviemakers are more interested in changing your thinking then entertaining you. If you complain about a lack of heroism, too bad. Heroes can only exist where there is a common acceptance of right and wrong, and where the first is celebrated. Liberalism can't stand male heroes. That's why they want to take down the NFL eventually. 

Hollywood is a moral cesspool, so let's not be too surprised at what they are churning out. Goodbye Star Wars.",1, Jon S
"December 24, 2017","Terrifyingly bad. Worse than anything George Lucas himself could have wrought upon fans if he had tried. Plot holes everywhere. Lukewarm and ham-fisted romance subplot, and an unnecessary amount of callbacks and nostalgia references channeled directly from Empire Strikes Back and Return of the Jedi. Yet another film that tries to emulate the successes of it's betters rather than be forced to come up with even a single original idea. The old cast of characters that were brought back for these films had their potential squandered.",0.5, Casey D
"December 24, 2017",This is the worst depiction of Stars Wars ever told,0.5, Edrei S
"December 24, 2017","If you liked the originals (4-6), creative storytelling, and suspense this will be right up your alley. This film gives the franchise back to it's true fans.",5, 
"December 24, 2017","Amateurish writing, inconsistent tone, fundamentally flawed.",1, Gilles V
"December 24, 2017",Disgrace to the Star Wars franchise. I'm glad Carrie Fisher didn't have to see what Rian Johnson did to her. Still disagree with how Johnson also utilised Mark at the end of the film. It's sad what Disney are doing to the Star Wars franchise,0.5, 
"December 24, 2017","Ruin starwars with this BS movie, even Anakin needs training, and Kylo, but not Rei, she is so powerful, without any reason. They destroy Luke character, Finn and Rose are boring, Del Toro was a waste.",1, Manuel V
"December 24, 2017","Almost as bad as Phantom Menace. The scene with Snoke and Rey is to like the scene in Return of the jedi, with the emperor, luke and vader. The plot was all wrong. Rian just gave a ""big fuck you"" to the 7th, which created a good start for rey, snoke etc. I laughed only one time, all other jokes were shit. All other jokes were out of place etc. They almost like forced themselves to give the jokes. Just a bad fkn movie. I like finn but his and rose journey was shit and so fkn unnecessary. It felt like a fkn kid disney movie. The company felt like fuck yaa more toys to do with new characters from finns and rose journey. Fkn hell.",2, 
"December 24, 2017","It was visually pleasing, I didn't realize how long it was until I looked at my watch after it had ended.

But... I was disappointed. I stayed away from reviews and spoilers until seeing it on Thursday. My immediate reaction was, ""if you send a character out on a suicide mission, at least have the grace to let him die!"" Meaning, Finn.

Will be interesting to see how Abrams picks up the pieces for IX, without Leia Poppins. It was nice to see puppet Yoda, anyway.",2.5, Matthew O
"December 24, 2017",like watching episode 5 back in the 80s. challenged the story. a little too much humor but not above and beyond. themes of moving on were obvious from trailers now that i have seen the movie.,5, Andrew J
"December 24, 2017","Rushed and jumbled storytelling.

Incomplete characters and choerography

A disgrace to the lineage that is Star Wars.",1, Gene A
"December 24, 2017","Disney has ruined the Star Wars franchise in an effort to cut ties with George Lucas and the former Star Wars characters. This is a politically correct corporate designed please everyone film with a feminist slant that seems to negatively portray all male characters, and suffers from a complete misunderstanding of the moral compass and character of Luke Skywalker and the force. The moral authority that drove the philosophy of the force that so many fans identified with is completely gone. Oh, and let us not forget the Mary Poppins portrayal of Princess Leia. This film evoked no emotion in me as I watched, other than knowing the themes and hope I grew up on were over in this franchise. Usually when the professional critics give something a thumbs up, the audience gives a thumbs down. 

That trend holds true here. I expect the word of mouth to get around and for the revenue to drop considerably in the coming weekends.",0.5, Shane V
"December 24, 2017","A single opinion filled with spoiler. The treatment of Luke's character left me flat and quite frankly pretty miserable. Narrative of the movie is spent building up the return of Luke after his failure with his Nephew. To a degree he does return, to the point it even looks like the character will perform powerful feats show in books and comics, in particular Dark Empire. The nerdgasm as you could call it was about to be off the charts. Instead of an awesome display of what Luke's often thought of capabilities, he is written delivering a hoodwink. Not only on the villain but the audience also. This is made even more unsatisfying by the fact he just dies because he's tired afterwards.

A huge disappointment after building up so much good will.",2, Paul J
